"Peak.ID","Chr","Start","End","Strand","Peak.Caller.Combination","Peak.Caller.Overlaps","ChIP.Tag.Count","Control.Tag.Count","Fold.Change","Peak.Center","Number.of.Motifs","negLog10_IDR","IDR","Annotation","Detailed.Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Nearest.Refseq","Nearest.Ensembl","Gene.Name","Gene.Alias","Gene.Description","Gene.Type","negLog10_IDR_MACS2_vs_union","negLog10_IDR_GEM_vs_union","negLog10_IDR_HOMER_vs_union","negLog10_IDR_Genrich_vs_union","negLog10_IDR_SEACR_vs_union","negLog10_IDR_SICER2_vs_union","annot_class","details","SYMBOL"
"chr14:66865520-66870224","chr14",66865520,66870224,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,56,0,56,66867911,0,24.463062,0,"promoter-TSS ","promoter-TSS (NR_157372)",728,"NM_009955",12934,NA,"NM_009955","ENSMUSG00000022048","Dpysl2","Crmp2|DRP2|Musunc33|TOAD-64|Ulip2","dihydropyrimidinase-like 2","protein-coding",5,2.294828,5,5,5,2.168234,"Promoter",NA,"Dpysl2"
"chr14:67006326-67009860","chr14",67006326,67009860,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,12,6,2,67008541,0,1.146824,0.0713142,"intron ","ID_B1|SINE|B4",784,"NM_009761",12177,NA,"NM_009761","ENSMUSG00000022051","Bnip3l","D14Ertd719e|Nip3L|Nix","BCL2/adenovirus E1B interacting protein 3-like","protein-coding",0.153159,0.047351,0.077814,0.105223,0.064427,0.69885,"Promoter",NA,"Bnip3l"
"chr14:67067750-67073085","chr14",67067750,67073085,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,53,3,17.67,67071797,0,22.420204,0,"intron ","intron (NM_001360034, intron 1 of 8)",2054,"NM_028032",71978,NA,"NM_028032","ENSMUSG00000022052","Ppp2r2a","2410004D02Rik|mKIAA1541","protein phosphatase 2, regulatory subunit B, alpha","protein-coding",5,1.799611,4.821568,5,4.231356,1.567669,"Promoter",NA,"Ppp2r2a"
"chr14:67715023-67717861","chr14",67715023,67717861,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,32,1,32,67716218,0,23.238942,0,"promoter-TSS ","promoter-TSS (NM_175384)",344,"NM_134073",105440,NA,"NM_134073","ENSMUSG00000034327","Kctd9","-","potassium channel tetramerisation domain containing 9","protein-coding",4.559561,2.421908,5,5,4.790626,1.466847,"Promoter",NA,"Cdca2"
"chr14:69706650-69707799","chr14",69706650,69707799,".","MACS2|GEM|HOMER|Genrich|SICER2",5,13,0,13,69707281,0,13.750747,0,"5' UTR ","5' UTR (NM_001301652, exon 1 of 7)",269,"NM_001301652",71843,NA,"NM_001146012","ENSMUSG00000034194","R3hcc1","1700020M16Rik","R3H domain and coiled-coil containing 1","protein-coding",3.525407,1.611876,3.290261,3.368106,0.561619,1.393478,"Promoter",NA,"R3hcc1"
"chr14:69730977-69734249","chr14",69730977,69734249,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,20,0,20,69732707,0,22.811711,0,"promoter-TSS ","promoter-TSS (NR_130166)",-43,"NM_134078",105513,NA,"NM_134078","ENSMUSG00000034190","Chmp7","4930596K11Rik|6330407G04Rik","charged multivesicular body protein 7","protein-coding",5,1.90166,5,5,4.387756,1.522295,"Promoter",NA,"Chmp7"
"chr14:69802250-69806649","chr14",69802250,69806649,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,53,0,53,69804847,0,23.745599,0,"intron ","intron (NM_153514, intron 1 of 9)",1096,"NM_153514",246710,NA,"NM_153514","ENSMUSG00000022075","Rhobtb2","Dbc2|E130206H14Rik|mKIAA0717","Rho-related BTB domain containing 2","protein-coding",5,2.119116,5,5,5,1.626483,"Promoter",NA,"Rhobtb2"
"chr14:70098950-70101123","chr14",70098950,70101123,".","MACS2|GEM|HOMER|Genrich|SICER2",5,10,1,10,70100170,0,12.400125,0,"promoter-TSS ","promoter-TSS (NM_001360404)",-57,"NM_001360404",57784,NA,"NM_021328","ENSMUSG00000022089","Bin3","1700015F07Rik","bridging integrator 3","protein-coding",3.490542,1.613281,2.666141,3.1148,0.03248,1.482881,"Promoter",NA,"Bin3"
"chr14:70152100-70154955","chr14",70152100,70154955,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,43,3,14.33,70153498,0,19.95773,0,"TTS ","TTS (NM_001112735)",264,"NM_146055",219158,NA,"NM_146055","ENSMUSG00000033712","Ccar2","2610301G19Rik|Dbc1|mKIAA1967","cell cycle activator and apoptosis regulator 2","protein-coding",5,1.735533,4.083748,4.391887,3.314254,1.432308,"Promoter",NA,"Ccar2"
"chr14:70166550-70168449","chr14",70166550,70168449,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,11,0,11,70167284,0,17.167272,0,"intron ","intron (NM_145978, intron 8 of 9)",-7997,"NM_001112735",268759,NA,"NM_001004155","ENSMUSG00000044551","9930012K11Rik","-","RIKEN cDNA 9930012K11 gene","protein-coding",3.683103,1.930994,3.256024,3.837603,2.552345,1.907203,"Promoter",NA,"Pdlim2"
"chr14:70202100-70207410","chr14",70202100,70207410,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,35,1,35,70205331,0,23.629097,0,"promoter-TSS ","promoter-TSS (NM_001271408)",-132,"NM_001271408",20410,NA,"NM_011366","ENSMUSG00000022091","Sorbs3","SCAM-1|SH3P3|Sh3d4|vinexin-g","sorbin and SH3 domain containing 3","protein-coding",5,2.067919,5,5,5,1.561178,"Promoter",NA,"Sorbs3"
"chr14:70287525-70290440","chr14",70287525,70290440,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,18,0,18,70289333,0,20.488143,0,"intron ","CpG",515,"NM_001304991",19057,NA,"NM_008915","ENSMUSG00000022092","Ppp3cc","Calnc|PP2BA gamma","protein phosphatase 3, catalytic subunit, gamma isoform","protein-coding",5,1.812629,4.196541,4.506166,3.557984,1.414823,"Promoter",NA,"Ppp3cc"
"chr14:70349150-70351770","chr14",70349150,70351770,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,22,0,22,70350886,0,22.972901,0,"intron ","intron (NM_001135151, intron 1 of 9)",964,"NM_144808",213053,NA,"NM_144808","ENSMUSG00000022094","Slc39a14","FAD-123|ZIP-14|Zip14|fad123","solute carrier family 39 (zinc transporter), member 14","protein-coding",5,1.965052,4.971617,5,4.402316,1.633916,"Promoter",NA,"Slc39a14"
"chr14:70442150-70444170","chr14",70442150,70444170,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,40,1,40,70443221,0,23.223988,0,"promoter-TSS ","promoter-TSS (NR_029802)",67,"NM_001164082",67065,NA,"NM_025945","ENSMUSG00000000776","Polr3d","2810426M17Rik|44kDa|BN51T|RPC4|TSBN51","polymerase (RNA) III (DNA directed) polypeptide D","protein-coding",5,1.737246,5,5,4.94751,1.539232,"Promoter",NA,"Polr3d"
"chr14:70517693-70521305","chr14",70517693,70521305,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,38,1,38,70519938,0,23.742586,0,"intron ","(CA)n|Simple_repeat|Simple_repeat",761,"NR_033241",12153,NA,"NM_009755","ENSMUSG00000022098","Bmp1","Pcp|Tld","bone morphogenetic protein 1","protein-coding",5,2.111478,5,5,5,1.631108,"Promoter",NA,"Bmp1"
"chr14:70530100-70532510","chr14",70530100,70532510,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,26,0,26,70531245,0,21.157237,0,"intron ","intron (NM_145219, intron 1 of 7)",484,"NM_145219",213469,NA,"NM_145219","ENSMUSG00000033595","Lgi3","-","leucine-rich repeat LGI family, member 3","protein-coding",5,1.795746,4.068032,5,3.734847,1.558612,"Promoter",NA,"Lgi3"
"chr14:70544851-70545993","chr14",70544851,70545993,".","MACS2|GEM|HOMER|Genrich|SICER2",5,13,1,13,70545477,0,13.645048,0,"5' UTR ","5' UTR (NM_180588, exon 1 of 8)",171,"NM_180588",72549,NA,"NM_180588","ENSMUSG00000033589","Reep4","2700029E10Rik","receptor accessory protein 4","protein-coding",3.841272,1.691693,3.145046,3.411778,0.130463,1.424796,"Promoter",NA,"Reep4"
"chr14:70553977-70556149","chr14",70553977,70556149,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,15,0,15,70555001,0,20.272025,0,"5' UTR ","5' UTR (NM_001379479, exon 1 of 19)",829,"NM_001379479",15460,NA,"NM_021877","ENSMUSG00000022096","Hr","ALUNC|bldy|hr|rh-bmh","lysine demethylase and nuclear receptor corepressor","protein-coding",4.734861,1.741153,4.231313,4.611403,3.458059,1.495236,"Promoter",NA,"Hr"
"chr14:70576944-70579099","chr14",70576944,70579099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,8,0,8,70578081,0,14.480655,0,"promoter-TSS ","promoter-TSS (NM_001360474)",-78,"NM_001360474",213484,NA,"NM_153136","ENSMUSG00000045211","Nudt18","-","nudix hydrolase 18","protein-coding",4.042198,1.567086,2.240442,3.309409,1.878548,1.442972,"Promoter",NA,"Nudt18"
"chr14:70598090-70600399","chr14",70598090,70600399,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,41,2,20.5,70599571,0,22.625687,0,"intron ","intron (NM_194345, intron 1 of 16)",591,"NM_194345",239170,NA,"NM_194345","ENSMUSG00000022095","Fhip2b","Fam160b2|G430067P06Rik|Rai16","FHF complex subunit HOOK interacting protein 2B","protein-coding",5,1.912342,4.931057,5,4.245272,1.537016,"Promoter",NA,"Fhip2b"
"chr14:70658654-70660164","chr14",70658654,70660164,".","MACS2|GEM|HOMER|Genrich|SICER2",5,11,2,5.5,70659447,0,5.156052,6.98e-06,"Intergenic","CpG",-6325,"NM_181345",328440,NA,"NM_181345","ENSMUSG00000047911","Npm2","-","nucleophosmin/nucleoplasmin 2","protein-coding",1.459147,0.65926,0.700185,1.046805,0.132752,1.157903,"Promoter",NA,"Npm2"
"chr14:70765010-70767990","chr14",70765010,70767990,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,36,0,36,70766496,0,24.537054,0,"intron ","CpG",128,"NM_023045",65246,NA,"NM_023045","ENSMUSG00000022100","Xpo7","4930506C02Rik|Ranbp16|exp7","exportin 7","protein-coding",5,2.44451,5,5,5,2.092544,"Promoter",NA,"Xpo7"
"chr14:72601750-72603599","chr14",72601750,72603599,".","MACS2|GEM|HOMER|Genrich|SICER2",5,13,0,13,72602894,0,15.671202,0,"intron ","intron (NM_207636, intron 3 of 25)",107329,"NM_207636",319448,NA,"NM_207636","ENSMUSG00000033487","Fndc3a","1700094E19Rik|D14Ertd453e|F730017H24Rik|Fndc3|sys","fibronectin type III domain containing 3A","protein-coding",3.96102,1.711981,3.074549,3.653352,1.768049,1.502251,"Promoter",NA,"Fndc3a"
"chr14:72707937-72711349","chr14",72707937,72711349,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,36,0,36,72709990,0,24.146632,0,"intron ","CpG",360,"NM_207636",319448,NA,"NM_207636","ENSMUSG00000033487","Fndc3a","1700094E19Rik|D14Ertd453e|F730017H24Rik|Fndc3|sys","fibronectin type III domain containing 3A","protein-coding",5,2.200427,5,5,4.894403,2.051802,"Promoter",NA,"Fndc3a"
"chr14:73142150-73144755","chr14",73142150,73144755,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,21,0,21,73143269,0,22.370082,0,"intron ","CpG",667,"NR_033185",105670,NA,"NM_134083","ENSMUSG00000022106","Rcbtb2","2610028E02Rik|2810420M18Rik|Chc1l|RC/BTB2","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2","protein-coding",5,1.818307,4.858204,5,4.171297,1.522274,"Promoter",NA,"Rcbtb2"
"chr14:73237040-73240450","chr14",73237040,73240450,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,54,3,18,73238682,0,23.157227,0,"exon ","exon (NM_175116, exon 1 of 1)",854,"NM_175116",67168,NA,"NM_175116","ENSMUSG00000033446","Lpar6","2610302I02Rik|P2ry5|P2y5","lysophosphatidic acid receptor 6","protein-coding",5,2.316072,4.859781,5,4.313246,1.668128,"Promoter",NA,"Lpar6"
"chr14:73322634-73327795","chr14",73322634,73327795,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,24,0,24,73325324,0,24.114448,0,"intron ","CpG",608,"NM_009029",19645,NA,"NM_009029","ENSMUSG00000022105","Rb1","Rb|Rb-1|p110-RB1|pRb|pp105","RB transcriptional corepressor 1","protein-coding",5,2.359709,5,5,4.935402,1.819337,"Promoter",NA,"Rb1"
"chr14:73380820-73386763","chr14",73380820,73386763,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,63,0,63,73384550,0,24.555074,0,"intron ","intron (NM_008410, intron 1 of 5)",1498,"NM_008410",16432,NA,"NM_008410","ENSMUSG00000022108","Itm2b","Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2","integral membrane protein 2B","protein-coding",5,2.507301,5,5,5,2.047773,"Promoter",NA,"Itm2b"
"chr14:73509169-73511199","chr14",73509169,73511199,".","MACS2|GEM|HOMER|Genrich|SICER2",5,19,0,19,73510222,0,16.490574,0,"exon ","exon (NM_026119, exon 1 of 7)",135,"NM_026119",67381,NA,"NM_026119","ENSMUSG00000022109","Med4","2410046H15Rik|DRIP36|HSPC126|TRAP36|Vdirp|Vdrip","mediator complex subunit 4","protein-coding",4.853014,1.888934,3.711908,3.810597,0.80977,1.416351,"Promoter",NA,"Med4"
"chr14:73524150-73525660","chr14",73524150,73525660,".","MACS2|GEM|HOMER|Genrich|SICER2",5,40,0,40,73525051,0,15.831646,0,"intron ","CpG",344,"NM_001360484",214254,NA,"NM_172527","ENSMUSG00000033405","Nudt15","6530403O17|A730068G11Rik|MTH2","nudix hydrolase 15","protein-coding",5,1.662095,3.549512,3.807774,0.452848,1.359417,"Promoter",NA,"Nudt15"
"chr14:73551839-73554299","chr14",73551839,73554299,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,75,0,75,73553172,0,24.144295,0,"intron ","CpG",283,"NM_011506",20916,NA,"NM_011506","ENSMUSG00000022110","Sucla2","4930547K18Rik|A-SCS|SCS-betaA","succinate-Coenzyme A ligase, ADP-forming, beta subunit","protein-coding",5,2.167521,5,5,5,1.976774,"Promoter",NA,"Sucla2"
"chr14:74731944-74733113","chr14",74731944,74733113,".","MACS2|GEM|HOMER|Genrich|SICER2",5,10,0,10,74732617,0,12.845896,0,"intron ","CpG",231,"NM_001285423",13885,NA,"NM_016903","ENSMUSG00000021996","Esd","Es-10|Es10|FGH|sid478","esterase D/formylglutathione hydrolase","protein-coding",3.618648,1.685299,2.701388,3.229101,0.063327,1.548133,"Promoter",NA,"Esd"
"chr14:74945969-74948993","chr14",74945969,74948993,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,27,0,27,74947507,0,22.789334,0,"exon ","exon (NM_001252132, exon 1 of 19)",396,"NM_001252132",380916,NA,"NM_001033439","ENSMUSG00000068015","Lrch1","4832412D13Rik|Chdc1|mKIAA1016","leucine-rich repeats and calponin homology (CH) domain containing 1","protein-coding",5,2.052356,4.94466,5,4.300162,1.492156,"Promoter",NA,"Lrch1"
"chr14:75283504-75285749","chr14",75283504,75285749,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,46,0,46,75284523,0,23.622584,0,"5' UTR ","5' UTR (NM_026083, exon 1 of 19)",253,"NM_026083",67302,NA,"NM_026083","ENSMUSG00000022000","Zc3h13","2600010B19Rik|3110050K21Rik|4930570G11Rik","zinc finger CCCH type containing 13","protein-coding",5,2.480355,5,5,4.525573,1.616656,"Promoter",NA,"Zc3h13"
"chr14:75455467-75457579","chr14",75455467,75457579,".","MACS2|GEM|HOMER|Genrich|SICER2",5,10,0,10,75456331,0,14.552237,0,"intron ","intron (NM_001128093, intron 1 of 1)",541,"NM_001128093",380918,NA,"NM_001128093","ENSMUSG00000091722","Siah3","Gm912","siah E3 ubiquitin protein ligase family member 3","protein-coding",4.186504,1.643856,3.048468,3.595136,0.312667,1.765606,"Promoter",NA,"Siah3"
"chr14:75752900-75754920","chr14",75752900,75754920,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,28,1,28,75754191,0,21.868451,0,"intron ","intron (NM_177381, intron 1 of 22)",583,"NM_177381",338337,NA,"NM_177381","ENSMUSG00000034893","Cog3","E430004N23","component of oligomeric golgi complex 3","protein-coding",5,1.783731,4.62765,4.880323,4.00169,1.575057,"Promoter",NA,"Cog3"
"chr14:75843950-75848299","chr14",75843950,75848299,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,44,2,22,75845335,0,23.033495,0,"intron ","(T)n|Simple_repeat|Simple_repeat",868,"NM_009429",22070,NA,"NM_009429","ENSMUSG00000060126","Tpt1","TCTP|Trt|p21|p23","tumor protein, translationally-controlled 1","protein-coding",5,1.818612,5,5,4.64136,1.573523,"Promoter",NA,"Gm4285"
"chr14:75961800-75966099","chr14",75961800,75966099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,21,1,21,75963367,0,22.604211,0,"3' UTR ","3' UTR (NM_026214, exon 2 of 2)",8946,"NM_026214",67516,NA,"NM_026214","ENSMUSG00000046523","Kctd4","2210017A09Rik","potassium channel tetramerisation domain containing 4","protein-coding",5,1.972021,4.834703,5,4.230459,1.567028,"5' UTR",NA,"Kctd4"
"chr14:76009539-76011225","chr14",76009539,76011225,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,17,2,8.5,76010510,0,14.317904,0,"intron ","intron (NM_026816, intron 1 of 7)",483,"NM_026816",68705,NA,"NM_026816","ENSMUSG00000067995","Gtf2f2","1110031C13Rik|TFIIF-beta","general transcription factor IIF, polypeptide 2","protein-coding",3.495554,1.544161,2.572263,3.220867,2.043914,1.441145,"Promoter",NA,"Gtf2f2"
"chr14:76109300-76111949","chr14",76109300,76111949,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,20,0,20,76110767,0,21.642565,0,"promoter-TSS ","promoter-TSS (NM_013745)",191,"NM_026177",67467,NA,"NM_026177","ENSMUSG00000022008","Gpalpp1","1200011I18Rik|Kiaa1704","GPALPP motifs containing 1","protein-coding",4.924975,1.867329,4.471315,5,3.753055,1.625891,"Promoter",NA,"Gpalpp1"
"chr14:76152150-76153335","chr14",76152150,76153335,".","MACS2|GEM|HOMER|Genrich|SICER2",5,17,0,17,76152503,0,15.612765,0,"Intergenic","Intergenic",41851,"NM_013745",27275,NA,"NM_013745","ENSMUSG00000022009","Nufip1","Nufip","nuclear FMR1 interacting protein 1","protein-coding",4.328976,1.755426,3.826084,3.765024,0.443021,1.494234,"Distal Intergenic",NA,"Nufip1"
"chr14:76413840-76417949","chr14",76413840,76417949,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,39,1,39,76415367,0,24.47654,0,"promoter-TSS ","promoter-TSS (NM_207652)",73,"NM_207652",21807,NA,"NM_009366","ENSMUSG00000022010","Tsc22d1","Egr5|Gm19597|TSC-22|Tgfb1i4|Tsc|Tsc22","TSC22 domain family, member 1","protein-coding",5,2.455134,5,5,5,2.021406,"Promoter",NA,"Tsc22d1"
"chr14:76503131-76507299","chr14",76503131,76507299,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,57,0,57,76505222,0,23.514235,0,"intron ","intron (NM_009366, intron 1 of 2)",705,"NM_009366",21807,NA,"NM_009366","ENSMUSG00000022010","Tsc22d1","Egr5|Gm19597|TSC-22|Tgfb1i4|Tsc|Tsc22","TSC22 domain family, member 1","protein-coding",5,1.899032,5,5,5,1.615203,"Promoter",NA,"Tsc22d1"
"chr14:76555850-76557999","chr14",76555850,76557999,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,17,0,17,76556531,0,18.034419,0,"promoter-TSS ","promoter-TSS (NM_001160326)",-8,"NM_001360046",72661,NA,"NM_001160326","ENSMUSG00000052584","Serp2","2810032E02Rik","stress-associated endoplasmic reticulum protein family member 2","protein-coding",3.43445,2.30688,3.808185,4.132061,2.886033,1.46681,"Promoter",NA,"Serp2"
"chr14:77155817-77158832","chr14",77155817,77158832,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,35,0,35,77157002,0,23.551402,0,"intron ","CpG",561,"NM_001253759",239188,NA,"NM_172813","ENSMUSG00000022012","Enox1","B230207J08|D230005D02Rik","ecto-NOX disulfide-thiol exchanger 1","protein-coding",5,2.406955,4.947878,5,4.565932,1.630637,"Promoter",NA,"Enox1"
"chr14:77873700-77875316","chr14",77873700,77875316,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,35,2,17.5,77874715,0,20.182013,0,"intron ","intron (NM_025384, intron 1 of 5)",409,"NM_025384",66148,NA,"NM_025384","ENSMUSG00000022013","Dnajc15","1110003P16Rik|Dnajd1|MCJ","DnaJ heat shock protein family (Hsp40) member C15","protein-coding",5,1.851675,4.155304,4.290565,3.220832,1.663637,"Promoter",NA,"Dnajc15"
"chr14:7817790-7819500","chr14",7817790,7819500,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,7,0,7,7818519,0,9.291001,0,"intron ","CpG",688,"NM_134080",286940,NA,"NM_134080","ENSMUSG00000025278","Flnb","Fln-b","filamin, beta","protein-coding",2.329111,0.092102,1.806501,2.277883,1.368172,1.417232,"Promoter",NA,"Flnb"
"chr14:78534600-78537970","chr14",78534600,78537970,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,28,0,28,78536460,0,22.978499,0,"intron ","intron (NM_001164503, intron 1 of 11)",575,"NM_001164503",219181,NA,"NM_001164503","ENSMUSG00000022016","Akap11","6330501D17Rik|AKAP220|Gm80|PRKA11|mKIAA0629","A kinase anchor protein 11","protein-coding",5,1.705678,5,5,4.761249,1.511572,"Promoter",NA,"Akap11"
"chr14:78724100-78726649","chr14",78724100,78726649,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,21,0,21,78725143,0,18.33787,0,"intron ","intron (NM_001081336, intron 1 of 29)",7355,"NM_001081336",380921,NA,"NM_001081336","ENSMUSG00000034731","Dgkh","5930402B05Rik|D130015C16|DGK","diacylglycerol kinase, eta","protein-coding",5,0.230661,3.981308,4.566713,3.005409,1.553779,"Promoter",NA,"Dgkh"
"chr14:78731403-78733753","chr14",78731403,78733753,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,7,0,7,78732635,0,9.394351,0,"5' UTR ","5' UTR (NM_001081336, exon 1 of 30)",151,"NM_001081336",380921,NA,"NM_001081336","ENSMUSG00000034731","Dgkh","5930402B05Rik|D130015C16|DGK","diacylglycerol kinase, eta","protein-coding",2.649572,0.047351,1.488657,2.237459,1.547178,1.424134,"Promoter",NA,"Dgkh"
"chr14:79296400-79302320","chr14",79296400,79302320,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,42,0,42,79300683,0,24.123645,0,"intron ","intron (NM_025427, intron 2 of 4)",2275,"NM_025427",66214,NA,"NM_025427","ENSMUSG00000022018","Rgcc","1190002H23Rik|Rgc-32|Rgc32","regulator of cell cycle","protein-coding",5,2.467403,5,5,5,1.656242,"Promoter",NA,"Rgcc"
"chr14:79388850-79391261","chr14",79388850,79391261,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,39,0,39,79390315,0,23.729479,0,"intron ","intron (NM_025832, intron 1 of 19)",613,"NM_025832",66897,NA,"NM_025832","ENSMUSG00000022020","Naa16","1300019C06Rik|Narg1l","N(alpha)-acetyltransferase 16, NatA auxiliary subunit","protein-coding",5,2.089446,5,5,5,1.640033,"Promoter",NA,"Naa16"
"chr14:79397224-79398827","chr14",79397224,79398827,".","MACS2|GEM|HOMER|Genrich|SICER2",5,22,0,22,79397901,0,16.627564,0,"5' UTR ","5' UTR (NM_145960, exon 1 of 11)",253,"NM_145960",211253,NA,"NM_145960","ENSMUSG00000022022","Mtrf1","A830062K05Rik|MtRF-1","mitochondrial translational release factor 1","protein-coding",5,2.003598,3.851996,4.14949,0.064289,1.558191,"Promoter",NA,"Mtrf1"
"chr14:79479820-79484099","chr14",79479820,79484099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,42,1,42,79481795,0,23.824167,0,"promoter-TSS ","promoter-TSS (NM_018765)",-691,"NM_018765",22380,NA,"NM_018765","ENSMUSG00000022023","Wbp4","FBP21","WW domain binding protein 4","protein-coding",5,2.09067,5,5,5,1.733497,"Promoter",NA,"Wbp4"
"chr14:79586658-79589249","chr14",79586658,79589249,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,40,2,20,79587602,0,21.843311,0,"intron ","intron (NM_026474, intron 1 of 12)",293,"NM_026474",67955,NA,"NM_026474","ENSMUSG00000022024","Sugt1","2410174K12Rik|SGT1","SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)","protein-coding",4.640081,1.674881,4.796891,5,4.17935,1.552108,"Promoter",NA,"Sugt1"
"chr14:8002013-8005099","chr14",8002013,8005099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,29,0,29,8003369,0,23.927672,0,"TTS ","TTS (NR_168596)",498,"NR_168596",102632075,NA,"NR_168596","","Gm30244","-","predicted gene, 30244","ncRNA",5,2.404303,5,5,4.816168,1.707201,"Promoter",NA,"Abhd6"
"chr14:8062350-8065149","chr14",8062350,8065149,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,17,1,17,8063639,0,20.120373,0,"Intergenic","(CTCTG)n|Simple_repeat|Simple_repeat",-16564,"NM_001348727",109729085,NA,"NM_001348727","ENSMUSG00000023156","Htd2","-","hydroxyacyl-thioester dehydratase type 2","protein-coding",4.156154,1.743744,4.359313,4.675778,3.785374,1.40001,"Distal Intergenic",NA,"Rpp14"
"chr14:8080100-8081699","chr14",8080100,8081699,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,14,0,14,8080716,0,17.471794,0,"intron ","intron (NM_001348727, intron 1 of 5)",586,"NM_025938",67053,NA,"NM_025938","ENSMUSG00000023156","Rpp14","2610511E03Rik","ribonuclease P 14 subunit","protein-coding",4.312162,1.659656,3.788893,3.668728,2.73546,1.306895,"Promoter",NA,"Rpp14"
"chr14:8097900-8100147","chr14",8097900,8100147,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,26,0,26,8098690,0,21.778842,0,"intron ","(TCTCTG)n|Simple_repeat|Simple_repeat",812,"NM_001360315",218699,NA,"NM_145458","ENSMUSG00000033885","Pxk","C230080L11Rik|D14Ertd813e|Monaka|Slob","PX domain containing serine/threonine kinase","protein-coding",5,1.83688,4.484668,5,3.972327,1.484967,"Promoter",NA,"Pxk"
